seq,event_ts,ingest_ts,asset_id,lat,lon,speed_mph,heading_deg,shipment_ref,geofence_id,geofence_event
18,2026-01-07T17:00:00.000Z,2026-01-07T17:09:00.000Z,TRK-1010,34.68275416666666,-97.30657500000001,53,160,SHIP-106,,
18,2026-01-07T17:00:00.000Z,2026-01-07T17:03:00.000Z,TRK-1011,34.68275416666666,-97.30657500000001,51,229,SHIP-107,,
19,2026-01-07T18:00:00.000Z,2026-01-07T18:08:00.000Z,TRK-1000,32.87758181818182,-96.63581818181818,57,86,SHIP-96,,
19,2026-01-07T18:00:00.000Z,2026-01-07T18:02:00.000Z,TRK-1001,32.87758181818182,-96.63581818181818,56,40,SHIP-97,,
19,2026-01-07T18:00:00.000Z,2026-01-07T18:06:00.000Z,TRK-1002,32.87758181818182,-96.63581818181818,53,318,SHIP-98,,
19,2026-01-07T18:00:00.000Z,2026-01-07T18:09:00.000Z,TRK-1003,30.604964,-95.76941599999999,48,327,,,
19,2026-01-07T18:00:00.000Z,2026-01-07T18:05:00.000Z,TRK-1004,30.604964,-95.76941599999999,62,232,SHIP-100,,
19,2026-01-07T18:00:00.000Z,2026-01-07T18:06:00.000Z,TRK-1005,30.604964,-95.76941599999999,57,176,SHIP-101,,
19,2026-01-07T18:00:00.000Z,2026-01-07T18:04:00.000Z,TRK-1006,30.362828,-98.018552,49,168,SHIP-102,,
19,2026-01-07T18:00:00.000Z,2026-01-07T18:00:00.000Z,TRK-1007,30.362828,-98.018552,54,21,SHIP-103,,
19,2026-01-07T18:00:00.000Z,2026-01-07T18:07:00.000Z,TRK-1008,30.362828,-98.018552,54,7,SHIP-104,,
19,2026-01-07T18:00:00.000Z,2026-01-07T18:04:00.000Z,TRK-1009,34.794875,-97.33655,53,359,SHIP-105,,
19,2026-01-07T18:00:00.000Z,2026-01-07T18:11:00.000Z,TRK-1010,34.794875,-97.33655,55,348,,,
19,2026-01-07T18:00:00.000Z,2026-01-07T18:13:00.000Z,TRK-1011,34.794875,-97.33655,55,189,SHIP-107,,
20,2026-01-07T19:00:00.000Z,2026-01-07T19:12:00.000Z,TRK-1000,32.88318636363636,-96.62686363636364,49,172,SHIP-96,,
20,2026-01-07T19:00:00.000Z,2026-01-07T19:06:00.000Z,TRK-1001,32.88318636363636,-96.62686363636364,54,227,SHIP-97,,
20,2026-01-07T19:00:00.000Z,2026-01-07T19:01:00.000Z,TRK-1002,32.88318636363636,-96.62686363636364,51,258,SHIP-98,,
20,2026-01-07T19:00:00.000Z,2026-01-07T19:10:00.000Z,TRK-1003,30.484312,-95.712328,52,286,SHIP-99,,
20,2026-01-07T19:00:00.000Z,2026-01-07T19:04:00.000Z,TRK-1004,30.484312,-95.712328,45,332,SHIP-100,,
20,2026-01-07T19:00:00.000Z,2026-01-07T19:07:00.000Z,TRK-1005,30.484312,-95.712328,59,62,SHIP-101,,
20,2026-01-07T19:00:00.000Z,2026-01-07T19:11:00.000Z,TRK-1006,30.228724,-98.086416,54,358,SHIP-102,,
20,2026-01-07T19:00:00.000Z,2026-01-07T19:00:00.000Z,TRK-1007,30.228724,-98.086416,47,301,SHIP-103,,
20,2026-01-07T19:00:00.000Z,2026-01-07T19:02:00.000Z,TRK-1008,30.228724,-98.086416,56,60,,,
20,2026-01-07T19:00:00.000Z,2026-01-07T19:02:00.000Z,TRK-1009,34.90699583333333,-97.366525,57,127,SHIP-105,,
20,2026-01-07T19:00:00.000Z,2026-01-07T19:05:00.000Z,TRK-1010,34.90699583333333,-97.366525,46,287,SHIP-106,,
20,2026-01-07T19:00:00.000Z,2026-01-07T19:10:00.000Z,TRK-1011,34.90699583333333,-97.366525,54,106,,,
21,2026-01-07T20:00:00.000Z,2026-01-07T20:05:00.000Z,TRK-1000,32.88879090909091,-96.61790909090908,50,13,SHIP-96,,
21,2026-01-07T20:00:00.000Z,2026-01-07T20:06:00.000Z,TRK-1001,32.88879090909091,-96.61790909090908,50,345,,,
21,2026-01-07T20:00:00.000Z,2026-01-07T20:00:00.000Z,TRK-1002,32.88879090909091,-96.61790909090908,54,19,SHIP-98,,
21,2026-01-07T20:00:00.000Z,2026-01-07T20:08:00.000Z,TRK-1004,30.36366,-95.65523999999999,59,145,SHIP-100,,
21,2026-01-07T20:00:00.000Z,2026-01-07T20:14:00.000Z,TRK-1005,30.36366,-95.65523999999999,47,145,SHIP-101,,
21,2026-01-07T20:00:00.000Z,2026-01-07T20:00:00.000Z,TRK-1006,30.09462,-98.15428,56,61,SHIP-102,,
21,2026-01-07T20:00:00.000Z,2026-01-07T20:07:00.000Z,TRK-1007,30.09462,-98.15428,46,33,SHIP-103,,
21,2026-01-07T20:00:00.000Z,2026-01-07T20:07:00.000Z,TRK-1008,30.09462,-98.15428,60,292,SHIP-104,,
21,2026-01-07T20:00:00.000Z,2026-01-07T20:12:00.000Z,TRK-1009,35.01911666666666,-97.3965,58,35,,,
21,2026-01-07T20:00:00.000Z,2026-01-07T20:10:00.000Z,TRK-1010,35.01911666666666,-97.3965,62,117,SHIP-106,,
21,2026-01-07T20:00:00.000Z,2026-01-07T20:01:00.000Z,TRK-1011,35.01911666666666,-97.3965,57,215,SHIP-107,,
22,2026-01-07T21:00:00.000Z,2026-01-07T21:07:00.000Z,TRK-1000,32.89439545454545,-96.60895454545454,45,267,SHIP-96,,
22,2026-01-07T21:00:00.000Z,2026-01-07T21:04:00.000Z,TRK-1001,32.89439545454545,-96.60895454545454,49,221,SHIP-97,,
22,2026-01-07T21:00:00.000Z,2026-01-07T21:12:00.000Z,TRK-1002,32.89439545454545,-96.60895454545454,51,130,SHIP-98,,
22,2026-01-07T21:00:00.000Z,2026-01-07T21:06:00.000Z,TRK-1003,30.243008,-95.598152,51,331,SHIP-99,,
22,2026-01-07T21:00:00.000Z,2026-01-07T21:06:00.000Z,TRK-1004,30.243008,-95.598152,46,342,SHIP-100,,
22,2026-01-07T21:00:00.000Z,2026-01-07T21:03:00.000Z,TRK-1005,30.243008,-95.598152,50,69,SHIP-101,,
22,2026-01-07T21:00:00.000Z,2026-01-07T21:05:00.000Z,TRK-1006,29.960516,-98.222144,53,16,SHIP-102,,
22,2026-01-07T21:00:00.000Z,2026-01-07T21:14:00.000Z,TRK-1007,29.960516,-98.222144,45,40,,,
22,2026-01-07T21:00:00.000Z,2026-01-07T21:12:00.000Z,TRK-1008,29.960516,-98.222144,58,345,SHIP-104,,
22,2026-01-07T21:00:00.000Z,2026-01-07T21:13:00.000Z,TRK-1009,35.1312375,-97.42647500000001,57,340,SHIP-105,,
22,2026-01-07T21:00:00.000Z,2026-01-07T21:11:00.000Z,TRK-1010,35.1312375,-97.42647500000001,55,269,SHIP-106,,
23,2026-01-07T22:00:00.000Z,2026-01-07T22:00:00.000Z,TRK-1004,30.122356,-95.54106399999999,60,154,,,
23,2026-01-07T22:00:00.000Z,2026-01-07T22:07:00.000Z,TRK-1005,30.122356,-95.54106399999999,61,24,SHIP-101,,
23,2026-01-07T22:00:00.000Z,2026-01-07T22:11:00.000Z,TRK-1006,29.826411999999998,-98.290008,59,36,SHIP-102,,
23,2026-01-07T22:00:00.000Z,2026-01-07T22:02:00.000Z,TRK-1007,29.826411999999998,-98.290008,62,98,SHIP-103,,
23,2026-01-07T22:00:00.000Z,2026-01-07T22:00:00.000Z,TRK-1008,29.826411999999998,-98.290008,52,251,SHIP-104,,
23,2026-01-07T22:00:00.000Z,2026-01-07T22:13:00.000Z,TRK-1009,35.24335833333333,-97.45645,48,354,SHIP-105,,
23,2026-01-07T22:00:00.000Z,2026-01-07T22:15:00.000Z,TRK-1010,35.24335833333333,-97.45645,61,103,SHIP-106,,
23,2026-01-07T22:00:00.000Z,2026-01-07T22:04:00.000Z,TRK-1011,35.24335833333333,-97.45645,45,339,SHIP-107,,
24,2026-01-07T23:00:00.000Z,2026-01-07T23:02:00.000Z,TRK-1003,30.001704,-95.483976,58,111,SHIP-99,,
24,2026-01-07T23:00:00.000Z,2026-01-07T23:10:00.000Z,TRK-1004,30.001704,-95.483976,46,217,SHIP-100,,
24,2026-01-07T23:00:00.000Z,2026-01-07T23:14:00.000Z,TRK-1005,30.001704,-95.483976,53,277,SHIP-101,,
24,2026-01-07T23:00:00.000Z,2026-01-07T23:06:00.000Z,TRK-1006,29.692307999999997,-98.357872,48,295,SHIP-102,,
24,2026-01-07T23:00:00.000Z,2026-01-07T23:06:00.000Z,TRK-1007,29.692307999999997,-98.357872,52,337,SHIP-103,,
24,2026-01-07T23:00:00.000Z,2026-01-07T23:15:00.000Z,TRK-1008,29.692307999999997,-98.357872,50,296,SHIP-104,,
24,2026-01-07T23:00:00.000Z,2026-01-07T23:00:00.000Z,TRK-1009,35.35547916666666,-97.486425,58,234,,,
24,2026-01-07T23:00:00.000Z,2026-01-07T23:05:00.000Z,TRK-1010,35.35547916666666,-97.486425,50,164,SHIP-106,,
24,2026-01-07T23:00:00.000Z,2026-01-07T23:01:00.000Z,TRK-1011,35.35547916666666,-97.486425,55,81,SHIP-107,,
25,2026-01-08T00:00:00.000Z,2026-01-08T00:00:00.000Z,TRK-1003,29.881052,-95.42688799999999,47,313,SHIP-99,,
25,2026-01-08T00:00:00.000Z,2026-01-08T00:12:00.000Z,TRK-1004,29.881052,-95.42688799999999,48,191,SHIP-100,,
25,2026-01-08T00:00:00.000Z,2026-01-08T00:08:00.000Z,TRK-1005,29.881052,-95.42688799999999,46,173,,,
25,2026-01-08T00:00:00.000Z,2026-01-08T00:05:00.000Z,TRK-1006,29.558204,-98.425736,45,146,,,
25,2026-01-08T00:00:00.000Z,2026-01-08T00:06:00.000Z,TRK-1007,29.558204,-98.425736,58,200,,,
25,2026-01-08T00:00:00.000Z,2026-01-08T00:01:00.000Z,TRK-1008,29.558204,-98.425736,50,38,,,
1,2026-01-09T00:00:00.000Z,2026-01-09T00:03:00.000Z,TRK-1012,32.7767,-96.797,57,331,SHIP-204,PLANT_DAL,exit
1,2026-01-09T00:00:00.000Z,2026-01-09T00:04:00.000Z,TRK-1013,32.7767,-96.797,55,260,,PLANT_DAL,exit
1,2026-01-09T00:00:00.000Z,2026-01-09T00:00:00.000Z,TRK-1014,32.7767,-96.797,60,144,SHIP-206,PLANT_DAL,exit
1,2026-01-09T00:00:00.000Z,2026-01-09T00:14:00.000Z,TRK-1015,32.7767,-96.797,54,244,SHIP-207,PLANT_DAL,exit
1,2026-01-09T00:00:00.000Z,2026-01-09T00:02:00.000Z,TRK-1016,32.7767,-96.797,46,295,SHIP-208,PLANT_DAL,exit
1,2026-01-09T00:00:00.000Z,2026-01-09T00:02:00.000Z,TRK-1017,32.7767,-96.797,51,281,SHIP-209,PLANT_DAL,exit
1,2026-01-09T00:00:00.000Z,2026-01-09T00:13:00.000Z,TRK-1019,32.7767,-96.797,55,157,SHIP-211,PLANT_DAL,exit
1,2026-01-09T00:00:00.000Z,2026-01-09T00:02:00.000Z,TRK-1020,32.7767,-96.797,55,152,SHIP-212,PLANT_DAL,exit
1,2026-01-09T00:00:00.000Z,2026-01-09T00:01:00.000Z,TRK-1021,32.7767,-96.797,46,189,SHIP-213,PLANT_DAL,exit
1,2026-01-09T00:00:00.000Z,2026-01-09T00:03:00.000Z,TRK-1022,32.7767,-96.797,53,240,SHIP-214,PLANT_DAL,exit
1,2026-01-09T00:00:00.000Z,2026-01-09T00:09:00.000Z,TRK-1023,32.7767,-96.797,49,57,SHIP-215,PLANT_DAL,exit
2,2026-01-09T01:00:00.000Z,2026-01-09T01:04:00.000Z,TRK-1012,32.782304545454544,-96.78804545454545,62,9,SHIP-204,,
2,2026-01-09T01:00:00.000Z,2026-01-09T01:05:00.000Z,TRK-1013,32.782304545454544,-96.78804545454545,51,288,SHIP-205,,
2,2026-01-09T01:00:00.000Z,2026-01-09T01:01:00.000Z,TRK-1014,32.782304545454544,-96.78804545454545,62,110,SHIP-206,,
2,2026-01-09T01:00:00.000Z,2026-01-09T01:12:00.000Z,TRK-1015,32.656048,-96.739912,59,316,SHIP-207,,
2,2026-01-09T01:00:00.000Z,2026-01-09T01:06:00.000Z,TRK-1016,32.656048,-96.739912,49,320,SHIP-208,,
2,2026-01-09T01:00:00.000Z,2026-01-09T01:14:00.000Z,TRK-1017,32.656048,-96.739912,52,54,,,
2,2026-01-09T01:00:00.000Z,2026-01-09T01:06:00.000Z,TRK-1018,32.642596,-96.864864,54,315,SHIP-210,,
2,2026-01-09T01:00:00.000Z,2026-01-09T01:02:00.000Z,TRK-1019,32.642596,-96.864864,62,213,SHIP-211,,
2,2026-01-09T01:00:00.000Z,2026-01-09T01:01:00.000Z,TRK-1020,32.642596,-96.864864,56,35,,,
2,2026-01-09T01:00:00.000Z,2026-01-09T01:15:00.000Z,TRK-1022,32.888820833333334,-96.826975,60,234,SHIP-214,,
2,2026-01-09T01:00:00.000Z,2026-01-09T01:15:00.000Z,TRK-1023,32.888820833333334,-96.826975,62,276,SHIP-215,,
3,2026-01-09T02:00:00.000Z,2026-01-09T02:08:00.000Z,TRK-1012,32.78790909090909,-96.77909090909091,61,123,SHIP-204,,
3,2026-01-09T02:00:00.000Z,2026-01-09T02:00:00.000Z,TRK-1013,32.78790909090909,-96.77909090909091,58,246,,,
3,2026-01-09T02:00:00.000Z,2026-01-09T02:00:00.000Z,TRK-1014,32.78790909090909,-96.77909090909091,61,291,,,
3,2026-01-09T02:00:00.000Z,2026-01-09T02:00:00.000Z,TRK-1016,32.535396,-96.682824,57,316,SHIP-208,,
3,2026-01-09T02:00:00.000Z,2026-01-09T02:08:00.000Z,TRK-1017,32.535396,-96.682824,49,73,SHIP-209,,
3,2026-01-09T02:00:00.000Z,2026-01-09T02:08:00.000Z,TRK-1018,32.508492,-96.932728,48,65,SHIP-210,,
3,2026-01-09T02:00:00.000Z,2026-01-09T02:02:00.000Z,TRK-1019,32.508492,-96.932728,46,212,SHIP-211,,
3,2026-01-09T02:00:00.000Z,2026-01-09T02:11:00.000Z,TRK-1020,32.508492,-96.932728,61,158,SHIP-212,,
3,2026-01-09T02:00:00.000Z,2026-01-09T02:12:00.000Z,TRK-1021,33.00094166666666,-96.85695,56,20,SHIP-213,,
3,2026-01-09T02:00:00.000Z,2026-01-09T02:10:00.000Z,TRK-1022,33.00094166666666,-96.85695,54,346,SHIP-214,,
3,2026-01-09T02:00:00.000Z,2026-01-09T02:04:00.000Z,TRK-1023,33.00094166666666,-96.85695,59,113,SHIP-215,,
4,2026-01-09T03:00:00.000Z,2026-01-09T03:02:00.000Z,TRK-1012,32.793513636363635,-96.77013636363635,57,69,SHIP-204,,
4,2026-01-09T03:00:00.000Z,2026-01-09T03:07:00.000Z,TRK-1013,32.793513636363635,-96.77013636363635,61,92,SHIP-205,,
4,2026-01-09T03:00:00.000Z,2026-01-09T03:02:00.000Z,TRK-1014,32.793513636363635,-96.77013636363635,57,93,SHIP-206,,
4,2026-01-09T03:00:00.000Z,2026-01-09T03:08:00.000Z,TRK-1015,32.414744,-96.625736,46,167,SHIP-207,,
4,2026-01-09T03:00:00.000Z,2026-01-09T03:05:00.000Z,TRK-1016,32.414744,-96.625736,58,36,SHIP-208,,
4,2026-01-09T03:00:00.000Z,2026-01-09T03:13:00.000Z,TRK-1017,32.414744,-96.625736,46,274,SHIP-209,,
4,2026-01-09T03:00:00.000Z,2026-01-09T03:00:00.000Z,TRK-1018,32.374387999999996,-97.000592,56,82,SHIP-210,,
4,2026-01-09T03:00:00.000Z,2026-01-09T03:11:00.000Z,TRK-1019,32.374387999999996,-97.000592,59,157,SHIP-211,,
4,2026-01-09T03:00:00.000Z,2026-01-09T03:05:00.000Z,TRK-1020,32.374387999999996,-97.000592,46,253,SHIP-212,,
4,2026-01-09T03:00:00.000Z,2026-01-09T03:09:00.000Z,TRK-1021,33.1130625,-96.88692499999999,48,133,,,
4,2026-01-09T03:00:00.000Z,2026-01-09T03:01:00.000Z,TRK-1023,33.1130625,-96.88692499999999,46,337,SHIP-215,,
5,2026-01-09T04:00:00.000Z,2026-01-09T04:06:00.000Z,TRK-1012,32.79911818181818,-96.76118181818181,46,77,SHIP-204,,
5,2026-01-09T04:00:00.000Z,2026-01-09T04:05:00.000Z,TRK-1013,32.79911818181818,-96.76118181818181,48,29,,,
5,2026-01-09T04:00:00.000Z,2026-01-09T04:07:00.000Z,TRK-1014,32.79911818181818,-96.76118181818181,61,147,SHIP-206,,
5,2026-01-09T04:00:00.000Z,2026-01-09T04:11:00.000Z,TRK-1015,32.294092,-96.568648,60,71,SHIP-207,,
5,2026-01-09T04:00:00.000Z,2026-01-09T04:01:00.000Z,TRK-1017,32.294092,-96.568648,62,293,,,
5,2026-01-09T04:00:00.000Z,2026-01-09T04:04:00.000Z,TRK-1018,32.240283999999996,-97.068456,51,232,SHIP-210,,
5,2026-01-09T04:00:00.000Z,2026-01-09T04:13:00.000Z,TRK-1019,32.240283999999996,-97.068456,45,148,SHIP-211,,
5,2026-01-09T04:00:00.000Z,2026-01-09T04:05:00.000Z,TRK-1020,32.240283999999996,-97.068456,50,72,SHIP-212,,
5,2026-01-09T04:00:00.000Z,2026-01-09T04:08:00.000Z,TRK-1021,33.225183333333334,-96.9169,62,343,SHIP-213,,
5,2026-01-09T04:00:00.000Z,2026-01-09T04:15:00.000Z,TRK-1022,33.225183333333334,-96.9169,55,348,SHIP-214,,
5,2026-01-09T04:00:00.000Z,2026-01-09T04:10:00.000Z,TRK-1023,33.225183333333334,-96.9169,55,239,SHIP-215,,
6,2026-01-09T05:00:00.000Z,2026-01-09T05:04:00.000Z,TRK-1012,32.804722727272726,-96.75222727272727,46,64,SHIP-204,,
6,2026-01-09T05:00:00.000Z,2026-01-09T05:05:00.000Z,TRK-1013,32.804722727272726,-96.75222727272727,51,184,SHIP-205,,
6,2026-01-09T05:00:00.000Z,2026-01-09T05:10:00.000Z,TRK-1014,32.804722727272726,-96.75222727272727,46,66,,,
6,2026-01-09T05:00:00.000Z,2026-01-09T05:05:00.000Z,TRK-1015,32.17344,-96.51156,61,101,SHIP-207,,
6,2026-01-09T05:00:00.000Z,2026-01-09T05:12:00.000Z,TRK-1016,32.17344,-96.51156,52,143,SHIP-208,,
6,2026-01-09T05:00:00.000Z,2026-01-09T05:14:00.000Z,TRK-1017,32.17344,-96.51156,54,254,SHIP-209,,
6,2026-01-09T05:00:00.000Z,2026-01-09T05:07:00.000Z,TRK-1018,32.106179999999995,-97.13632,53,288,SHIP-210,,
6,2026-01-09T05:00:00.000Z,2026-01-09T05:08:00.000Z,TRK-1019,32.106179999999995,-97.13632,52,210,SHIP-211,,
6,2026-01-09T05:00:00.000Z,2026-01-09T05:02:00.000Z,TRK-1020,32.106179999999995,-97.13632,62,9,,,
6,2026-01-09T05:00:00.000Z,2026-01-09T05:01:00.000Z,TRK-1021,33.33730416666666,-96.946875,55,93,SHIP-213,,
6,2026-01-09T05:00:00.000Z,2026-01-09T05:03:00.000Z,TRK-1022,33.33730416666666,-96.946875,58,33,SHIP-214,,
6,2026-01-09T05:00:00.000Z,2026-01-09T05:02:00.000Z,TRK-1023,33.33730416666666,-96.946875,45,222,SHIP-215,,
7,2026-01-09T06:00:00.000Z,2026-01-09T06:02:00.000Z,TRK-1012,32.81032727272727,-96.74327272727272,55,99,,,
7,2026-01-09T06:00:00.000Z,2026-01-09T06:12:00.000Z,TRK-1013,32.81032727272727,-96.74327272727272,61,35,SHIP-205,,
7,2026-01-09T06:00:00.000Z,2026-01-09T06:09:00.000Z,TRK-1014,32.81032727272727,-96.74327272727272,46,208,SHIP-206,,
7,2026-01-09T06:00:00.000Z,2026-01-09T06:14:00.000Z,TRK-1015,32.052788,-96.454472,50,101,SHIP-207,,
7,2026-01-09T06:00:00.000Z,2026-01-09T06:03:00.000Z,TRK-1016,32.052788,-96.454472,52,91,SHIP-208,,
7,2026-01-09T06:00:00.000Z,2026-01-09T06:09:00.000Z,TRK-1017,32.052788,-96.454472,52,306,,,
7,2026-01-09T06:00:00.000Z,2026-01-09T06:02:00.000Z,TRK-1018,31.972075999999998,-97.204184,60,244,,,
7,2026-01-09T06:00:00.000Z,2026-01-09T06:08:00.000Z,TRK-1019,31.972075999999998,-97.204184,57,232,,,
7,2026-01-09T06:00:00.000Z,2026-01-09T06:12:00.000Z,TRK-1020,31.972075999999998,-97.204184,50,207,SHIP-212,,
7,2026-01-09T06:00:00.000Z,2026-01-09T06:00:00.000Z,TRK-1021,33.449425,-96.97685,55,96,SHIP-213,,
7,2026-01-09T06:00:00.000Z,2026-01-09T06:12:00.000Z,TRK-1022,33.449425,-96.97685,51,359,,,
7,2026-01-09T06:00:00.000Z,2026-01-09T06:12:00.000Z,TRK-1023,33.449425,-96.97685,48,15,SHIP-215,,
8,2026-01-09T07:00:00.000Z,2026-01-09T07:08:00.000Z,TRK-1012,32.81593181818182,-96.73431818181818,45,118,SHIP-204,,
8,2026-01-09T07:00:00.000Z,2026-01-09T07:09:00.000Z,TRK-1013,32.81593181818182,-96.73431818181818,49,122,SHIP-205,,
8,2026-01-09T07:00:00.000Z,2026-01-09T07:00:00.000Z,TRK-1014,32.81593181818182,-96.73431818181818,45,170,,,
8,2026-01-09T07:00:00.000Z,2026-01-09T07:00:00.000Z,TRK-1015,31.932136,-96.397384,61,356,SHIP-207,,
8,2026-01-09T07:00:00.000Z,2026-01-09T07:12:00.000Z,TRK-1016,31.932136,-96.397384,58,24,SHIP-208,,
8,2026-01-09T07:00:00.000Z,2026-01-09T07:15:00.000Z,TRK-1017,31.932136,-96.397384,61,106,SHIP-209,,
8,2026-01-09T07:00:00.000Z,2026-01-09T07:10:00.000Z,TRK-1018,31.837971999999997,-97.272048,56,223,SHIP-210,,
8,2026-01-09T07:00:00.000Z,2026-01-09T07:06:00.000Z,TRK-1019,31.837971999999997,-97.272048,57,72,SHIP-211,,
8,2026-01-09T07:00:00.000Z,2026-01-09T07:02:00.000Z,TRK-1020,31.837971999999997,-97.272048,47,57,,,
8,2026-01-09T07:00:00.000Z,2026-01-09T07:12:00.000Z,TRK-1021,33.561545833333334,-97.00682499999999,58,109,SHIP-213,,
8,2026-01-09T07:00:00.000Z,2026-01-09T07:09:00.000Z,TRK-1023,33.561545833333334,-97.00682499999999,46,57,,,
9,2026-01-09T08:00:00.000Z,2026-01-09T08:04:00.000Z,TRK-1012,32.82153636363636,-96.72536363636364,50,254,SHIP-204,,
9,2026-01-09T08:00:00.000Z,2026-01-09T08:08:00.000Z,TRK-1013,32.82153636363636,-96.72536363636364,47,233,SHIP-205,,
9,2026-01-09T08:00:00.000Z,2026-01-09T08:14:00.000Z,TRK-1014,32.82153636363636,-96.72536363636364,46,296,SHIP-206,,
9,2026-01-09T08:00:00.000Z,2026-01-09T08:09:00.000Z,TRK-1015,31.811484,-96.340296,57,293,SHIP-207,,
9,2026-01-09T08:00:00.000Z,2026-01-09T08:02:00.000Z,TRK-1016,31.811484,-96.340296,49,220,SHIP-208,,
9,2026-01-09T08:00:00.000Z,2026-01-09T08:10:00.000Z,TRK-1017,31.811484,-96.340296,61,205,SHIP-209,,
9,2026-01-09T08:00:00.000Z,2026-01-09T08:09:00.000Z,TRK-1018,31.703868,-97.339912,49,84,SHIP-210,,
9,2026-01-09T08:00:00.000Z,2026-01-09T08:05:00.000Z,TRK-1019,31.703868,-97.339912,52,287,SHIP-211,,
9,2026-01-09T08:00:00.000Z,2026-01-09T08:10:00.000Z,TRK-1020,31.703868,-97.339912,47,355,SHIP-212,,
9,2026-01-09T08:00:00.000Z,2026-01-09T08:13:00.000Z,TRK-1021,33.67366666666666,-97.0368,54,343,SHIP-213,,
9,2026-01-09T08:00:00.000Z,2026-01-09T08:15:00.000Z,TRK-1022,33.67366666666666,-97.0368,58,76,SHIP-214,,
10,2026-01-09T09:00:00.000Z,2026-01-09T09:01:00.000Z,TRK-1012,32.82714090909091,-96.71640909090908,59,213,SHIP-204,,
10,2026-01-09T09:00:00.000Z,2026-01-09T09:09:00.000Z,TRK-1014,32.82714090909091,-96.71640909090908,59,176,SHIP-206,,
10,2026-01-09T09:00:00.000Z,2026-01-09T09:09:00.000Z,TRK-1015,31.690832,-96.283208,48,152,SHIP-207,,
10,2026-01-09T09:00:00.000Z,2026-01-09T09:00:00.000Z,TRK-1017,31.690832,-96.283208,50,131,SHIP-209,,
10,2026-01-09T09:00:00.000Z,2026-01-09T09:12:00.000Z,TRK-1018,31.569764,-97.407776,45,333,SHIP-210,,
10,2026-01-09T09:00:00.000Z,2026-01-09T09:14:00.000Z,TRK-1019,31.569764,-97.407776,54,87,,,
10,2026-01-09T09:00:00.000Z,2026-01-09T09:10:00.000Z,TRK-1020,31.569764,-97.407776,47,264,SHIP-212,,
10,2026-01-09T09:00:00.000Z,2026-01-09T09:11:00.000Z,TRK-1022,33.7857875,-97.066775,54,66,SHIP-214,,
10,2026-01-09T09:00:00.000Z,2026-01-09T09:11:00.000Z,TRK-1023,33.7857875,-97.066775,48,294,SHIP-215,,
11,2026-01-09T10:00:00.000Z,2026-01-09T10:08:00.000Z,TRK-1012,32.83274545454545,-96.70745454545454,50,136,SHIP-204,,
11,2026-01-09T10:00:00.000Z,2026-01-09T10:07:00.000Z,TRK-1014,32.83274545454545,-96.70745454545454,53,57,SHIP-206,,
11,2026-01-09T10:00:00.000Z,2026-01-09T10:02:00.000Z,TRK-1015,31.57018,-96.22612,50,225,SHIP-207,,
11,2026-01-09T10:00:00.000Z,2026-01-09T10:04:00.000Z,TRK-1016,31.57018,-96.22612,58,105,SHIP-208,,
11,2026-01-09T10:00:00.000Z,2026-01-09T10:03:00.000Z,TRK-1017,31.57018,-96.22612,60,136,SHIP-209,,
11,2026-01-09T10:00:00.000Z,2026-01-09T10:01:00.000Z,TRK-1018,31.43566,-97.47564,57,35,SHIP-210,,
11,2026-01-09T10:00:00.000Z,2026-01-09T10:01:00.000Z,TRK-1019,31.43566,-97.47564,48,27,SHIP-211,,
11,2026-01-09T10:00:00.000Z,2026-01-09T10:10:00.000Z,TRK-1020,31.43566,-97.47564,50,40,,,
11,2026-01-09T10:00:00.000Z,2026-01-09T10:05:00.000Z,TRK-1021,33.89790833333333,-97.09675,57,166,,,
11,2026-01-09T10:00:00.000Z,2026-01-09T10:10:00.000Z,TRK-1022,33.89790833333333,-97.09675,59,332,SHIP-214,,
11,2026-01-09T10:00:00.000Z,2026-01-09T10:02:00.000Z,TRK-1023,33.89790833333333,-97.09675,49,187,SHIP-215,,
12,2026-01-09T11:00:00.000Z,2026-01-09T11:10:00.000Z,TRK-1012,32.83835,-96.6985,58,168,SHIP-204,,
12,2026-01-09T11:00:00.000Z,2026-01-09T11:06:00.000Z,TRK-1013,32.83835,-96.6985,46,70,SHIP-205,,
12,2026-01-09T11:00:00.000Z,2026-01-09T11:15:00.000Z,TRK-1014,32.83835,-96.6985,59,227,SHIP-206,,
12,2026-01-09T11:00:00.000Z,2026-01-09T11:09:00.000Z,TRK-1015,31.449528,-96.169032,52,104,SHIP-207,,
12,2026-01-09T11:00:00.000Z,2026-01-09T11:06:00.000Z,TRK-1016,31.449528,-96.169032,50,231,SHIP-208,,
12,2026-01-09T11:00:00.000Z,2026-01-09T11:06:00.000Z,TRK-1017,31.449528,-96.169032,55,338,,,
12,2026-01-09T11:00:00.000Z,2026-01-09T11:14:00.000Z,TRK-1018,31.301555999999998,-97.543504,49,273,SHIP-210,,
12,2026-01-09T11:00:00.000Z,2026-01-09T11:15:00.000Z,TRK-1019,31.301555999999998,-97.543504,55,52,SHIP-211,,
12,2026-01-09T11:00:00.000Z,2026-01-09T11:13:00.000Z,TRK-1020,31.301555999999998,-97.543504,58,244,SHIP-212,,
12,2026-01-09T11:00:00.000Z,2026-01-09T11:06:00.000Z,TRK-1021,34.01002916666666,-97.126725,58,345,SHIP-213,,
