seq,event_ts,ingest_ts,facility_id,txn_type,sku,qty,shipment_ref,dock_door
242,2026-01-07T21:00:00.000Z,2026-01-07T21:00:00.000Z,DC_OKC,pick,SKU_COLA,35,,
243,2026-01-07T21:00:00.000Z,2026-01-07T21:02:00.000Z,DC_OKC,pick,SKU_BAR,16,,
244,2026-01-07T22:00:00.000Z,2026-01-07T22:05:00.000Z,DC_DAL,pick,SKU_CHIP,45,,
245,2026-01-07T22:00:00.000Z,2026-01-07T22:01:00.000Z,DC_DAL,pick,SKU_COLA,65,,
246,2026-01-07T22:00:00.000Z,2026-01-07T22:08:00.000Z,DC_DAL,pick,SKU_BAR,29,,
244,2026-01-07T22:00:00.000Z,2026-01-07T22:01:00.000Z,DC_HOU,pick,SKU_CHIP,42,,
245,2026-01-07T22:00:00.000Z,2026-01-07T22:06:00.000Z,DC_HOU,pick,SKU_COLA,60,,
246,2026-01-07T22:00:00.000Z,2026-01-07T22:04:00.000Z,DC_HOU,pick,SKU_BAR,27,,
244,2026-01-07T22:00:00.000Z,2026-01-07T22:01:00.000Z,DC_SAT,pick,SKU_CHIP,32,,
245,2026-01-07T22:00:00.000Z,2026-01-07T22:01:00.000Z,DC_SAT,pick,SKU_COLA,45,,
246,2026-01-07T22:00:00.000Z,2026-01-07T22:01:00.000Z,DC_SAT,pick,SKU_BAR,20,,
244,2026-01-07T22:00:00.000Z,2026-01-07T22:00:00.000Z,DC_OKC,pick,SKU_CHIP,25,,
245,2026-01-07T22:00:00.000Z,2026-01-07T22:05:00.000Z,DC_OKC,pick,SKU_COLA,35,,
246,2026-01-07T22:00:00.000Z,2026-01-07T22:07:00.000Z,DC_OKC,pick,SKU_BAR,16,,
247,2026-01-07T22:00:00.000Z,2026-01-07T22:07:00.000Z,DC_DAL,receipt,SKU_CHIP,3831,SHIP-96,
248,2026-01-07T22:00:00.000Z,2026-01-07T22:03:00.000Z,DC_DAL,receipt,SKU_COLA,5472,SHIP-97,
249,2026-01-07T22:00:00.000Z,2026-01-07T22:04:00.000Z,DC_DAL,receipt,SKU_BAR,2463,SHIP-98,
250,2026-01-07T23:00:00.000Z,2026-01-07T23:00:00.000Z,DC_DAL,pick,SKU_CHIP,45,,
251,2026-01-07T23:00:00.000Z,2026-01-07T23:02:00.000Z,DC_DAL,pick,SKU_COLA,65,,
252,2026-01-07T23:00:00.000Z,2026-01-07T23:06:00.000Z,DC_DAL,pick,SKU_BAR,29,,
247,2026-01-07T23:00:00.000Z,2026-01-07T23:00:00.000Z,DC_HOU,pick,SKU_CHIP,42,,
248,2026-01-07T23:00:00.000Z,2026-01-07T23:03:00.000Z,DC_HOU,pick,SKU_COLA,60,,
249,2026-01-07T23:00:00.000Z,2026-01-07T23:07:00.000Z,DC_HOU,pick,SKU_BAR,27,,
247,2026-01-07T23:00:00.000Z,2026-01-07T23:06:00.000Z,DC_SAT,pick,SKU_CHIP,32,,
248,2026-01-07T23:00:00.000Z,2026-01-07T23:06:00.000Z,DC_SAT,pick,SKU_COLA,45,,
249,2026-01-07T23:00:00.000Z,2026-01-07T23:08:00.000Z,DC_SAT,pick,SKU_BAR,20,,
247,2026-01-07T23:00:00.000Z,2026-01-07T23:08:00.000Z,DC_OKC,pick,SKU_CHIP,25,,
248,2026-01-07T23:00:00.000Z,2026-01-07T23:03:00.000Z,DC_OKC,pick,SKU_COLA,35,,
249,2026-01-07T23:00:00.000Z,2026-01-07T23:01:00.000Z,DC_OKC,pick,SKU_BAR,16,,
253,2026-01-07T23:00:00.000Z,2026-01-07T23:02:00.000Z,DC_DAL,ship_confirm,SKU_CHIP,273,SHIP-144,
254,2026-01-07T23:00:00.000Z,2026-01-07T23:06:00.000Z,DC_DAL,ship_confirm,SKU_COLA,390,SHIP-145,
255,2026-01-07T23:00:00.000Z,2026-01-07T23:02:00.000Z,DC_DAL,ship_confirm,SKU_BAR,176,SHIP-146,
250,2026-01-07T23:00:00.000Z,2026-01-07T23:06:00.000Z,DC_HOU,ship_confirm,SKU_CHIP,252,SHIP-147,
251,2026-01-07T23:00:00.000Z,2026-01-07T23:05:00.000Z,DC_HOU,ship_confirm,SKU_COLA,360,SHIP-148,
252,2026-01-07T23:00:00.000Z,2026-01-07T23:08:00.000Z,DC_HOU,ship_confirm,SKU_BAR,162,SHIP-149,
250,2026-01-07T23:00:00.000Z,2026-01-07T23:02:00.000Z,DC_SAT,ship_confirm,SKU_CHIP,189,SHIP-150,
251,2026-01-07T23:00:00.000Z,2026-01-07T23:06:00.000Z,DC_SAT,ship_confirm,SKU_COLA,270,SHIP-151,
252,2026-01-07T23:00:00.000Z,2026-01-07T23:05:00.000Z,DC_SAT,ship_confirm,SKU_BAR,122,SHIP-152,
250,2026-01-07T23:00:00.000Z,2026-01-07T23:00:00.000Z,DC_OKC,ship_confirm,SKU_CHIP,147,SHIP-153,
251,2026-01-07T23:00:00.000Z,2026-01-07T23:08:00.000Z,DC_OKC,ship_confirm,SKU_COLA,210,SHIP-154,
252,2026-01-07T23:00:00.000Z,2026-01-07T23:07:00.000Z,DC_OKC,ship_confirm,SKU_BAR,95,SHIP-155,
256,2026-01-08T00:00:00.000Z,2026-01-08T00:06:00.000Z,DC_DAL,pick,SKU_CHIP,45,,
257,2026-01-08T00:00:00.000Z,2026-01-08T00:07:00.000Z,DC_DAL,pick,SKU_COLA,156,,
258,2026-01-08T00:00:00.000Z,2026-01-08T00:04:00.000Z,DC_DAL,pick,SKU_BAR,29,,
253,2026-01-08T00:00:00.000Z,2026-01-08T00:00:00.000Z,DC_HOU,pick,SKU_CHIP,42,,
254,2026-01-08T00:00:00.000Z,2026-01-08T00:02:00.000Z,DC_HOU,pick,SKU_COLA,60,,
255,2026-01-08T00:00:00.000Z,2026-01-08T00:06:00.000Z,DC_HOU,pick,SKU_BAR,27,,
253,2026-01-08T00:00:00.000Z,2026-01-08T00:07:00.000Z,DC_SAT,pick,SKU_CHIP,32,,
254,2026-01-08T00:00:00.000Z,2026-01-08T00:02:00.000Z,DC_SAT,pick,SKU_COLA,45,,
255,2026-01-08T00:00:00.000Z,2026-01-08T00:05:00.000Z,DC_SAT,pick,SKU_BAR,20,,
253,2026-01-08T00:00:00.000Z,2026-01-08T00:01:00.000Z,DC_OKC,pick,SKU_CHIP,25,,
254,2026-01-08T00:00:00.000Z,2026-01-08T00:03:00.000Z,DC_OKC,pick,SKU_COLA,35,,
255,2026-01-08T00:00:00.000Z,2026-01-08T00:01:00.000Z,DC_OKC,pick,SKU_BAR,16,,
256,2026-01-08T00:00:00.000Z,2026-01-08T00:03:00.000Z,DC_OKC,receipt,SKU_CHIP,2063,SHIP-105,
257,2026-01-08T00:00:00.000Z,2026-01-08T00:06:00.000Z,DC_OKC,receipt,SKU_COLA,2947,SHIP-106,
258,2026-01-08T00:00:00.000Z,2026-01-08T00:05:00.000Z,DC_OKC,receipt,SKU_BAR,1326,SHIP-107,
259,2026-01-08T01:00:00.000Z,2026-01-08T01:06:00.000Z,DC_DAL,pick,SKU_CHIP,45,,
260,2026-01-08T01:00:00.000Z,2026-01-08T01:03:00.000Z,DC_DAL,pick,SKU_COLA,156,,
261,2026-01-08T01:00:00.000Z,2026-01-08T01:05:00.000Z,DC_DAL,pick,SKU_BAR,29,,
256,2026-01-08T01:00:00.000Z,2026-01-08T01:05:00.000Z,DC_HOU,pick,SKU_CHIP,42,,
257,2026-01-08T01:00:00.000Z,2026-01-08T01:03:00.000Z,DC_HOU,pick,SKU_COLA,60,,
258,2026-01-08T01:00:00.000Z,2026-01-08T01:03:00.000Z,DC_HOU,pick,SKU_BAR,27,,
256,2026-01-08T01:00:00.000Z,2026-01-08T01:00:00.000Z,DC_SAT,pick,SKU_CHIP,32,,
257,2026-01-08T01:00:00.000Z,2026-01-08T01:00:00.000Z,DC_SAT,pick,SKU_COLA,45,,
258,2026-01-08T01:00:00.000Z,2026-01-08T01:04:00.000Z,DC_SAT,pick,SKU_BAR,20,,
259,2026-01-08T01:00:00.000Z,2026-01-08T01:08:00.000Z,DC_OKC,pick,SKU_CHIP,25,,
260,2026-01-08T01:00:00.000Z,2026-01-08T01:03:00.000Z,DC_OKC,pick,SKU_COLA,35,,
261,2026-01-08T01:00:00.000Z,2026-01-08T01:07:00.000Z,DC_OKC,pick,SKU_BAR,16,,
259,2026-01-08T01:00:00.000Z,2026-01-08T01:00:00.000Z,DC_HOU,receipt,SKU_CHIP,3536,SHIP-99,
260,2026-01-08T01:00:00.000Z,2026-01-08T01:04:00.000Z,DC_HOU,receipt,SKU_COLA,5051,SHIP-100,
261,2026-01-08T01:00:00.000Z,2026-01-08T01:03:00.000Z,DC_HOU,receipt,SKU_BAR,2273,SHIP-101,
259,2026-01-08T01:00:00.000Z,2026-01-08T01:07:00.000Z,DC_SAT,receipt,SKU_CHIP,2652,SHIP-102,
260,2026-01-08T01:00:00.000Z,2026-01-08T01:00:00.000Z,DC_SAT,receipt,SKU_COLA,3789,SHIP-103,
261,2026-01-08T01:00:00.000Z,2026-01-08T01:01:00.000Z,DC_SAT,receipt,SKU_BAR,1705,SHIP-104,
262,2026-01-08T02:00:00.000Z,2026-01-08T02:04:00.000Z,DC_DAL,pick,SKU_CHIP,45,,
263,2026-01-08T02:00:00.000Z,2026-01-08T02:02:00.000Z,DC_DAL,pick,SKU_COLA,156,,
264,2026-01-08T02:00:00.000Z,2026-01-08T02:04:00.000Z,DC_DAL,pick,SKU_BAR,29,,
262,2026-01-08T02:00:00.000Z,2026-01-08T02:05:00.000Z,DC_HOU,pick,SKU_CHIP,42,,
263,2026-01-08T02:00:00.000Z,2026-01-08T02:02:00.000Z,DC_HOU,pick,SKU_COLA,60,,
264,2026-01-08T02:00:00.000Z,2026-01-08T02:04:00.000Z,DC_HOU,pick,SKU_BAR,27,,
262,2026-01-08T02:00:00.000Z,2026-01-08T02:00:00.000Z,DC_SAT,pick,SKU_CHIP,32,,
263,2026-01-08T02:00:00.000Z,2026-01-08T02:06:00.000Z,DC_SAT,pick,SKU_COLA,45,,
264,2026-01-08T02:00:00.000Z,2026-01-08T02:07:00.000Z,DC_SAT,pick,SKU_BAR,20,,
262,2026-01-08T02:00:00.000Z,2026-01-08T02:04:00.000Z,DC_OKC,pick,SKU_CHIP,25,,
263,2026-01-08T02:00:00.000Z,2026-01-08T02:00:00.000Z,DC_OKC,pick,SKU_COLA,35,,
264,2026-01-08T02:00:00.000Z,2026-01-08T02:02:00.000Z,DC_OKC,pick,SKU_BAR,16,,
265,2026-01-08T03:00:00.000Z,2026-01-08T03:04:00.000Z,DC_DAL,pick,SKU_CHIP,45,,
266,2026-01-08T03:00:00.000Z,2026-01-08T03:04:00.000Z,DC_DAL,pick,SKU_COLA,156,,
267,2026-01-08T03:00:00.000Z,2026-01-08T03:04:00.000Z,DC_DAL,pick,SKU_BAR,29,,
265,2026-01-08T03:00:00.000Z,2026-01-08T03:06:00.000Z,DC_HOU,pick,SKU_CHIP,42,,
266,2026-01-08T03:00:00.000Z,2026-01-08T03:06:00.000Z,DC_HOU,pick,SKU_COLA,60,,
267,2026-01-08T03:00:00.000Z,2026-01-08T03:04:00.000Z,DC_HOU,pick,SKU_BAR,27,,
265,2026-01-08T03:00:00.000Z,2026-01-08T03:01:00.000Z,DC_SAT,pick,SKU_CHIP,32,,
266,2026-01-08T03:00:00.000Z,2026-01-08T03:05:00.000Z,DC_SAT,pick,SKU_COLA,45,,
267,2026-01-08T03:00:00.000Z,2026-01-08T03:03:00.000Z,DC_SAT,pick,SKU_BAR,20,,
265,2026-01-08T03:00:00.000Z,2026-01-08T03:08:00.000Z,DC_OKC,pick,SKU_CHIP,25,,
266,2026-01-08T03:00:00.000Z,2026-01-08T03:00:00.000Z,DC_OKC,pick,SKU_COLA,35,,
267,2026-01-08T03:00:00.000Z,2026-01-08T03:07:00.000Z,DC_OKC,pick,SKU_BAR,16,,
268,2026-01-08T04:00:00.000Z,2026-01-08T04:05:00.000Z,DC_DAL,pick,SKU_CHIP,45,,
269,2026-01-08T04:00:00.000Z,2026-01-08T04:07:00.000Z,DC_DAL,pick,SKU_COLA,156,,
270,2026-01-08T04:00:00.000Z,2026-01-08T04:04:00.000Z,DC_DAL,pick,SKU_BAR,29,,
268,2026-01-08T04:00:00.000Z,2026-01-08T04:04:00.000Z,DC_HOU,pick,SKU_CHIP,42,,
269,2026-01-08T04:00:00.000Z,2026-01-08T04:01:00.000Z,DC_HOU,pick,SKU_COLA,60,,
270,2026-01-08T04:00:00.000Z,2026-01-08T04:02:00.000Z,DC_HOU,pick,SKU_BAR,27,,
268,2026-01-08T04:00:00.000Z,2026-01-08T04:05:00.000Z,DC_SAT,pick,SKU_CHIP,32,,
269,2026-01-08T04:00:00.000Z,2026-01-08T04:05:00.000Z,DC_SAT,pick,SKU_COLA,45,,
270,2026-01-08T04:00:00.000Z,2026-01-08T04:03:00.000Z,DC_SAT,pick,SKU_BAR,20,,
268,2026-01-08T04:00:00.000Z,2026-01-08T04:07:00.000Z,DC_OKC,pick,SKU_CHIP,25,,
269,2026-01-08T04:00:00.000Z,2026-01-08T04:05:00.000Z,DC_OKC,pick,SKU_COLA,35,,
270,2026-01-08T04:00:00.000Z,2026-01-08T04:03:00.000Z,DC_OKC,pick,SKU_BAR,16,,
271,2026-01-08T05:00:00.000Z,2026-01-08T05:01:00.000Z,DC_DAL,pick,SKU_CHIP,45,,
272,2026-01-08T05:00:00.000Z,2026-01-08T05:07:00.000Z,DC_DAL,pick,SKU_COLA,156,,
273,2026-01-08T05:00:00.000Z,2026-01-08T05:07:00.000Z,DC_DAL,pick,SKU_BAR,29,,
271,2026-01-08T05:00:00.000Z,2026-01-08T05:04:00.000Z,DC_HOU,pick,SKU_CHIP,42,,
272,2026-01-08T05:00:00.000Z,2026-01-08T05:04:00.000Z,DC_HOU,pick,SKU_COLA,60,,
273,2026-01-08T05:00:00.000Z,2026-01-08T05:08:00.000Z,DC_HOU,pick,SKU_BAR,27,,
271,2026-01-08T05:00:00.000Z,2026-01-08T05:00:00.000Z,DC_SAT,pick,SKU_CHIP,32,,
272,2026-01-08T05:00:00.000Z,2026-01-08T05:05:00.000Z,DC_SAT,pick,SKU_COLA,45,,
273,2026-01-08T05:00:00.000Z,2026-01-08T05:03:00.000Z,DC_SAT,pick,SKU_BAR,20,,
271,2026-01-08T05:00:00.000Z,2026-01-08T05:08:00.000Z,DC_OKC,pick,SKU_CHIP,25,,
272,2026-01-08T05:00:00.000Z,2026-01-08T05:08:00.000Z,DC_OKC,pick,SKU_COLA,35,,
273,2026-01-08T05:00:00.000Z,2026-01-08T05:05:00.000Z,DC_OKC,pick,SKU_BAR,16,,
274,2026-01-08T05:00:00.000Z,2026-01-08T05:00:00.000Z,DC_DAL,ship_confirm,SKU_CHIP,273,SHIP-156,
275,2026-01-08T05:00:00.000Z,2026-01-08T05:08:00.000Z,DC_DAL,ship_confirm,SKU_COLA,936,SHIP-157,
276,2026-01-08T05:00:00.000Z,2026-01-08T05:02:00.000Z,DC_DAL,ship_confirm,SKU_BAR,176,SHIP-158,
274,2026-01-08T05:00:00.000Z,2026-01-08T05:05:00.000Z,DC_HOU,ship_confirm,SKU_CHIP,252,SHIP-159,
275,2026-01-08T05:00:00.000Z,2026-01-08T05:03:00.000Z,DC_HOU,ship_confirm,SKU_COLA,360,SHIP-160,
276,2026-01-08T05:00:00.000Z,2026-01-08T05:05:00.000Z,DC_HOU,ship_confirm,SKU_BAR,162,SHIP-161,
274,2026-01-08T05:00:00.000Z,2026-01-08T05:08:00.000Z,DC_SAT,ship_confirm,SKU_CHIP,189,SHIP-162,
275,2026-01-08T05:00:00.000Z,2026-01-08T05:03:00.000Z,DC_SAT,ship_confirm,SKU_COLA,270,SHIP-163,
276,2026-01-08T05:00:00.000Z,2026-01-08T05:00:00.000Z,DC_SAT,ship_confirm,SKU_BAR,122,SHIP-164,
274,2026-01-08T05:00:00.000Z,2026-01-08T05:01:00.000Z,DC_OKC,ship_confirm,SKU_CHIP,147,SHIP-165,
275,2026-01-08T05:00:00.000Z,2026-01-08T05:08:00.000Z,DC_OKC,ship_confirm,SKU_COLA,210,SHIP-166,
276,2026-01-08T05:00:00.000Z,2026-01-08T05:02:00.000Z,DC_OKC,ship_confirm,SKU_BAR,95,SHIP-167,
277,2026-01-08T06:00:00.000Z,2026-01-08T06:04:00.000Z,DC_DAL,pick,SKU_CHIP,45,,
278,2026-01-08T06:00:00.000Z,2026-01-08T06:05:00.000Z,DC_DAL,pick,SKU_COLA,156,,
279,2026-01-08T06:00:00.000Z,2026-01-08T06:08:00.000Z,DC_DAL,pick,SKU_BAR,29,,
277,2026-01-08T06:00:00.000Z,2026-01-08T06:03:00.000Z,DC_HOU,pick,SKU_CHIP,42,,
278,2026-01-08T06:00:00.000Z,2026-01-08T06:04:00.000Z,DC_HOU,pick,SKU_COLA,60,,
279,2026-01-08T06:00:00.000Z,2026-01-08T06:03:00.000Z,DC_HOU,pick,SKU_BAR,27,,
277,2026-01-08T06:00:00.000Z,2026-01-08T06:08:00.000Z,DC_SAT,pick,SKU_CHIP,32,,
278,2026-01-08T06:00:00.000Z,2026-01-08T06:05:00.000Z,DC_SAT,pick,SKU_COLA,45,,
279,2026-01-08T06:00:00.000Z,2026-01-08T06:04:00.000Z,DC_SAT,pick,SKU_BAR,20,,
277,2026-01-08T06:00:00.000Z,2026-01-08T06:02:00.000Z,DC_OKC,pick,SKU_CHIP,25,,
278,2026-01-08T06:00:00.000Z,2026-01-08T06:06:00.000Z,DC_OKC,pick,SKU_COLA,35,,
279,2026-01-08T06:00:00.000Z,2026-01-08T06:01:00.000Z,DC_OKC,pick,SKU_BAR,16,,
280,2026-01-08T07:00:00.000Z,2026-01-08T07:05:00.000Z,DC_DAL,pick,SKU_CHIP,57,,
281,2026-01-08T07:00:00.000Z,2026-01-08T07:03:00.000Z,DC_DAL,pick,SKU_COLA,196,,
282,2026-01-08T07:00:00.000Z,2026-01-08T07:07:00.000Z,DC_DAL,pick,SKU_BAR,37,,
280,2026-01-08T07:00:00.000Z,2026-01-08T07:06:00.000Z,DC_HOU,pick,SKU_CHIP,53,,
281,2026-01-08T07:00:00.000Z,2026-01-08T07:08:00.000Z,DC_HOU,pick,SKU_COLA,76,,
282,2026-01-08T07:00:00.000Z,2026-01-08T07:07:00.000Z,DC_HOU,pick,SKU_BAR,34,,
280,2026-01-08T07:00:00.000Z,2026-01-08T07:02:00.000Z,DC_SAT,pick,SKU_CHIP,40,,
281,2026-01-08T07:00:00.000Z,2026-01-08T07:08:00.000Z,DC_SAT,pick,SKU_COLA,57,,
282,2026-01-08T07:00:00.000Z,2026-01-08T07:05:00.000Z,DC_SAT,pick,SKU_BAR,25,,
280,2026-01-08T07:00:00.000Z,2026-01-08T07:07:00.000Z,DC_OKC,pick,SKU_CHIP,31,,
281,2026-01-08T07:00:00.000Z,2026-01-08T07:01:00.000Z,DC_OKC,pick,SKU_COLA,44,,
282,2026-01-08T07:00:00.000Z,2026-01-08T07:01:00.000Z,DC_OKC,pick,SKU_BAR,20,,
283,2026-01-08T08:00:00.000Z,2026-01-08T08:00:00.000Z,DC_DAL,pick,SKU_CHIP,68,,
284,2026-01-08T08:00:00.000Z,2026-01-08T08:02:00.000Z,DC_DAL,pick,SKU_COLA,234,,
285,2026-01-08T08:00:00.000Z,2026-01-08T08:05:00.000Z,DC_DAL,pick,SKU_BAR,44,,
283,2026-01-08T08:00:00.000Z,2026-01-08T08:07:00.000Z,DC_HOU,pick,SKU_CHIP,63,,
284,2026-01-08T08:00:00.000Z,2026-01-08T08:05:00.000Z,DC_HOU,pick,SKU_COLA,90,,
285,2026-01-08T08:00:00.000Z,2026-01-08T08:04:00.000Z,DC_HOU,pick,SKU_BAR,40,,
283,2026-01-08T08:00:00.000Z,2026-01-08T08:04:00.000Z,DC_SAT,pick,SKU_CHIP,47,,
284,2026-01-08T08:00:00.000Z,2026-01-08T08:05:00.000Z,DC_SAT,pick,SKU_COLA,68,,
285,2026-01-08T08:00:00.000Z,2026-01-08T08:02:00.000Z,DC_SAT,pick,SKU_BAR,30,,
283,2026-01-08T08:00:00.000Z,2026-01-08T08:02:00.000Z,DC_OKC,pick,SKU_CHIP,37,,
284,2026-01-08T08:00:00.000Z,2026-01-08T08:01:00.000Z,DC_OKC,pick,SKU_COLA,53,,
285,2026-01-08T08:00:00.000Z,2026-01-08T08:02:00.000Z,DC_OKC,pick,SKU_BAR,24,,
286,2026-01-08T09:00:00.000Z,2026-01-08T09:02:00.000Z,DC_DAL,pick,SKU_CHIP,78,,
287,2026-01-08T09:00:00.000Z,2026-01-08T09:00:00.000Z,DC_DAL,pick,SKU_COLA,266,,
288,2026-01-08T09:00:00.000Z,2026-01-08T09:03:00.000Z,DC_DAL,pick,SKU_BAR,50,,
286,2026-01-08T09:00:00.000Z,2026-01-08T09:06:00.000Z,DC_HOU,pick,SKU_CHIP,72,,
287,2026-01-08T09:00:00.000Z,2026-01-08T09:02:00.000Z,DC_HOU,pick,SKU_COLA,102,,
288,2026-01-08T09:00:00.000Z,2026-01-08T09:04:00.000Z,DC_HOU,pick,SKU_BAR,46,,
286,2026-01-08T09:00:00.000Z,2026-01-08T09:06:00.000Z,DC_SAT,pick,SKU_CHIP,54,,
287,2026-01-08T09:00:00.000Z,2026-01-08T09:02:00.000Z,DC_SAT,pick,SKU_COLA,77,,
288,2026-01-08T09:00:00.000Z,2026-01-08T09:06:00.000Z,DC_SAT,pick,SKU_BAR,35,,
286,2026-01-08T09:00:00.000Z,2026-01-08T09:00:00.000Z,DC_OKC,pick,SKU_CHIP,42,,
287,2026-01-08T09:00:00.000Z,2026-01-08T09:06:00.000Z,DC_OKC,pick,SKU_COLA,60,,
288,2026-01-08T09:00:00.000Z,2026-01-08T09:02:00.000Z,DC_OKC,pick,SKU_BAR,27,,
289,2026-01-08T10:00:00.000Z,2026-01-08T10:00:00.000Z,DC_DAL,pick,SKU_CHIP,85,,
290,2026-01-08T10:00:00.000Z,2026-01-08T10:04:00.000Z,DC_DAL,pick,SKU_COLA,291,,
291,2026-01-08T10:00:00.000Z,2026-01-08T10:00:00.000Z,DC_DAL,pick,SKU_BAR,55,,
289,2026-01-08T10:00:00.000Z,2026-01-08T10:01:00.000Z,DC_HOU,pick,SKU_CHIP,78,,
290,2026-01-08T10:00:00.000Z,2026-01-08T10:07:00.000Z,DC_HOU,pick,SKU_COLA,112,,
291,2026-01-08T10:00:00.000Z,2026-01-08T10:07:00.000Z,DC_HOU,pick,SKU_BAR,50,,
289,2026-01-08T10:00:00.000Z,2026-01-08T10:00:00.000Z,DC_SAT,pick,SKU_CHIP,59,,
290,2026-01-08T10:00:00.000Z,2026-01-08T10:01:00.000Z,DC_SAT,pick,SKU_COLA,84,,
291,2026-01-08T10:00:00.000Z,2026-01-08T10:02:00.000Z,DC_SAT,pick,SKU_BAR,38,,
289,2026-01-08T10:00:00.000Z,2026-01-08T10:06:00.000Z,DC_OKC,pick,SKU_CHIP,46,,
290,2026-01-08T10:00:00.000Z,2026-01-08T10:00:00.000Z,DC_OKC,pick,SKU_COLA,65,,
291,2026-01-08T10:00:00.000Z,2026-01-08T10:03:00.000Z,DC_OKC,pick,SKU_BAR,29,,
292,2026-01-08T11:00:00.000Z,2026-01-08T11:08:00.000Z,DC_DAL,pick,SKU_CHIP,89,,
293,2026-01-08T11:00:00.000Z,2026-01-08T11:07:00.000Z,DC_DAL,pick,SKU_COLA,307,,
294,2026-01-08T11:00:00.000Z,2026-01-08T11:06:00.000Z,DC_DAL,pick,SKU_BAR,58,,
292,2026-01-08T11:00:00.000Z,2026-01-08T11:05:00.000Z,DC_HOU,pick,SKU_CHIP,83,,
293,2026-01-08T11:00:00.000Z,2026-01-08T11:03:00.000Z,DC_HOU,pick,SKU_COLA,118,,
294,2026-01-08T11:00:00.000Z,2026-01-08T11:00:00.000Z,DC_HOU,pick,SKU_BAR,53,,
292,2026-01-08T11:00:00.000Z,2026-01-08T11:03:00.000Z,DC_SAT,pick,SKU_CHIP,62,,
293,2026-01-08T11:00:00.000Z,2026-01-08T11:03:00.000Z,DC_SAT,pick,SKU_COLA,88,,
294,2026-01-08T11:00:00.000Z,2026-01-08T11:03:00.000Z,DC_SAT,pick,SKU_BAR,40,,
292,2026-01-08T11:00:00.000Z,2026-01-08T11:00:00.000Z,DC_OKC,pick,SKU_CHIP,48,,
293,2026-01-08T11:00:00.000Z,2026-01-08T11:04:00.000Z,DC_OKC,pick,SKU_COLA,69,,
294,2026-01-08T11:00:00.000Z,2026-01-08T11:05:00.000Z,DC_OKC,pick,SKU_BAR,31,,
295,2026-01-08T11:00:00.000Z,2026-01-08T11:07:00.000Z,DC_DAL,ship_confirm,SKU_CHIP,423,SHIP-168,
296,2026-01-08T11:00:00.000Z,2026-01-08T11:05:00.000Z,DC_DAL,ship_confirm,SKU_COLA,1450,SHIP-169,
297,2026-01-08T11:00:00.000Z,2026-01-08T11:04:00.000Z,DC_DAL,ship_confirm,SKU_BAR,272,SHIP-170,
295,2026-01-08T11:00:00.000Z,2026-01-08T11:00:00.000Z,DC_HOU,ship_confirm,SKU_CHIP,391,SHIP-171,
296,2026-01-08T11:00:00.000Z,2026-01-08T11:06:00.000Z,DC_HOU,ship_confirm,SKU_COLA,558,SHIP-172,
297,2026-01-08T11:00:00.000Z,2026-01-08T11:04:00.000Z,DC_HOU,ship_confirm,SKU_BAR,251,SHIP-173,
295,2026-01-08T11:00:00.000Z,2026-01-08T11:04:00.000Z,DC_SAT,ship_confirm,SKU_CHIP,293,SHIP-174,
296,2026-01-08T11:00:00.000Z,2026-01-08T11:07:00.000Z,DC_SAT,ship_confirm,SKU_COLA,418,SHIP-175,
297,2026-01-08T11:00:00.000Z,2026-01-08T11:01:00.000Z,DC_SAT,ship_confirm,SKU_BAR,188,SHIP-176,
295,2026-01-08T11:00:00.000Z,2026-01-08T11:07:00.000Z,DC_OKC,ship_confirm,SKU_CHIP,228,SHIP-177,
296,2026-01-08T11:00:00.000Z,2026-01-08T11:07:00.000Z,DC_OKC,ship_confirm,SKU_COLA,325,SHIP-178,
297,2026-01-08T11:00:00.000Z,2026-01-08T11:06:00.000Z,DC_OKC,ship_confirm,SKU_BAR,146,SHIP-179,
298,2026-01-08T12:00:00.000Z,2026-01-08T12:06:00.000Z,DC_DAL,pick,SKU_CHIP,91,,
299,2026-01-08T12:00:00.000Z,2026-01-08T12:01:00.000Z,DC_DAL,pick,SKU_COLA,312,,
300,2026-01-08T12:00:00.000Z,2026-01-08T12:01:00.000Z,DC_DAL,pick,SKU_BAR,59,,
298,2026-01-08T12:00:00.000Z,2026-01-08T12:03:00.000Z,DC_HOU,pick,SKU_CHIP,84,,
299,2026-01-08T12:00:00.000Z,2026-01-08T12:08:00.000Z,DC_HOU,pick,SKU_COLA,120,,
300,2026-01-08T12:00:00.000Z,2026-01-08T12:03:00.000Z,DC_HOU,pick,SKU_BAR,54,,
298,2026-01-08T12:00:00.000Z,2026-01-08T12:07:00.000Z,DC_SAT,pick,SKU_CHIP,63,,
299,2026-01-08T12:00:00.000Z,2026-01-08T12:06:00.000Z,DC_SAT,pick,SKU_COLA,90,,
300,2026-01-08T12:00:00.000Z,2026-01-08T12:02:00.000Z,DC_SAT,pick,SKU_BAR,41,,
298,2026-01-08T12:00:00.000Z,2026-01-08T12:00:00.000Z,DC_OKC,pick,SKU_CHIP,49,,
299,2026-01-08T12:00:00.000Z,2026-01-08T12:07:00.000Z,DC_OKC,pick,SKU_COLA,70,,
300,2026-01-08T12:00:00.000Z,2026-01-08T12:08:00.000Z,DC_OKC,pick,SKU_BAR,32,,
301,2026-01-08T13:00:00.000Z,2026-01-08T13:01:00.000Z,DC_DAL,pick,SKU_CHIP,89,,
